name,issued,organization_name,organization_url,administration,agriculture,construction,crime,culture,education,energy,finances,geography,health,industry,legislation,mobility,national-economy,politics,population,prices,public-order,social-security,statistical-basis,territory,tourism,trade,work,nb_visits,nb_hits,nb_hits_with_time_generation,min_time_generation,max_time_generation,sum_time_spent,bounce_count,exit_nb_visits,sum_daily_nb_uniq_visitors,avg_time_on_dimension,bounce_rate,exit_rate,avg_time_generation,metadata_segment,date
total-geschaffene-stellen-beschaftigte-anz,2017-05-26,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,11,7,2.115,3.105,284,0,0,9,26,0%,0%,0.494,dimension2==total-geschaffene-stellen-beschaftigte-anz,2020-08-31
auslanderanteil,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,13,7,4.186,5.38,142,0,0,8,11,0%,0%,0.77,dimension2==auslanderanteil,2020-08-31
sterberate-5-j-mittel-pro-1000-einw,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,10,7,3.318,4.182,67,0,1,7,7,0%,14%,0.6,dimension2==sterberate-5-j-mittel-pro-1000-einw,2020-08-31
mikrobetriebe-0-9-vza-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,6,1.524,2.01,26,2,2,6,4,33%,33%,0.336,dimension2==mikrobetriebe-0-9-vza-anz,2020-08-31
baulandpreis-modell-median-fr-m2,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,8,7,1.906,2.696,369,0,0,6,46,0%,0%,0.498,dimension2==baulandpreis-modell-median-fr-m2,2020-08-31
nettoaufwand-finanzen-und-steuern-fr-einw,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,3.216,3.71,34,3,5,6,5,50%,83%,0.532,dimension2==nettoaufwand-finanzen-und-steuern-fr-einw,2020-08-31
verkaufe-von-unbebautem-land-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,16,14,2.089,3.238,141,0,0,6,9,0%,0%,0.529,dimension2==verkaufe-von-unbebautem-land-anz,2020-08-31
ov-anteil-modal-split,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,10,9,1.121,1.992,37,0,2,6,4,0%,33%,0.265,dimension2==ov-anteil-modal-split,2020-08-31
steuerbares-einkommen-naturliche-pers-mio-fr,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,5,0.345,2.03,121,0,0,6,12,0%,0%,0.407,dimension2==steuerbares-einkommen-naturliche-pers-mio-fr,2020-08-31
bevolkerung-heimat-ausland-pers,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,8,4,1.814,2.061,101,1,2,6,13,17%,33%,0.719,dimension2==bevolkerung-heimat-ausland-pers,2020-08-31
lufttemperatur-und-luftfeuchte-lora-sensor-messwerte,2020-03-31,awel-kanton-zuerich,https://opendata.swiss/organization/awel-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,8,7,2.267,3.029,1482,0,0,5,185,0%,0%,0.475,dimension2==lufttemperatur-und-luftfeuchte-lora-sensor-messwerte,2020-08-31
o-steuerbares-einkommen-naturliche-pers-fr,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,1.071,1.641,313,0,0,5,45,0%,0%,0.412,dimension2==o-steuerbares-einkommen-naturliche-pers-fr,2020-08-31
steuerb-einkommen-naturl-pers-25-quantil-fr,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,1.483,1.828,38,0,0,5,5,0%,0%,0.368,dimension2==steuerb-einkommen-naturl-pers-25-quantil-fr,2020-08-31
krw-wahleranteil-fdp,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,6,4,1.496,2.236,25,0,1,5,4,0%,20%,0.933,dimension2==krw-wahleranteil-fdp,2020-08-31
steuerb-vermogen-naturl-pers-durchschn-fr,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,2,1.058,1.058,86,0,0,5,12,0%,0%,0.529,dimension2==steuerb-vermogen-naturl-pers-durchschn-fr,2020-08-31
altersquotient,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,7,3,1.441,1.441,188,0,1,5,27,0%,20%,0.48,dimension2==altersquotient,2020-08-31
steuerkraft-mio-fr,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,0.607,0.607,85,0,0,5,9,0%,0%,0.152,dimension2==steuerkraft-mio-fr,2020-08-31
lufttemperatur-und-luftfeuchte-lora-sensor-messwerte,2020-03-31,awel-kanton-zuerich,https://opendata.swiss/organization/awel-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,7,6,0.788,1.55,33,0,0,4,5,0%,0%,0.307,dimension2==lufttemperatur-und-luftfeuchte-lora-sensor-messwerte,2020-08-31
kuhe-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.769,0.769,26,0,1,4,7,0%,25%,0.385,dimension2==kuhe-anz,2020-08-31
personalsteuerpflichtige-anz,2019-07-01,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,1.25,1.25,560,0,0,4,80,0%,0%,0.431,dimension2==personalsteuerpflichtige-anz,2020-08-31
anteil-landwirtschaftsflache,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,0.766,2.032,83,0,1,4,10,0%,25%,0.352,dimension2==anteil-landwirtschaftsflache,2020-08-31
steuerkraft-berichtigt-mio-fr,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0.663,0.691,123,0,0,4,15,0%,0%,0.231,dimension2==steuerkraft-berichtigt-mio-fr,2020-08-31
bevolkerung-anteil-0-14-jahrige,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,5,5,1.386,1.94,26,0,0,4,5,0%,0%,0.388,dimension2==bevolkerung-anteil-0-14-jahrige,2020-08-31
wohnungen-anteil-eigentumsobjekte,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,1.426,1.505,61,0,1,4,12,0%,25%,0.494,dimension2==wohnungen-anteil-eigentumsobjekte,2020-08-31
o-steuerbares-vermogen-naturliche-pers-1000-fr,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,1.158,2.223,45,0,0,4,8,0%,0%,0.374,dimension2==o-steuerbares-vermogen-naturliche-pers-1000-fr,2020-08-31
total-arbeitsstatten-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,2,1.558,1.558,44,0,1,4,7,0%,25%,0.779,dimension2==total-arbeitsstatten-anz,2020-08-31
motorrader-pro-1000-einwohner-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,5,2,7.748,7.748,55,0,1,4,11,0%,25%,3.874,dimension2==motorrader-pro-1000-einwohner-anz,2020-08-31
nettovermogen-fr-einw,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1.533,1.533,48,0,1,4,12,0%,25%,0.767,dimension2==nettovermogen-fr-einw,2020-08-31
steuerertrag-von-naturlichen-personen-mio-fr,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0.722,1.531,13,0,0,4,2,0%,0%,0.268,dimension2==steuerertrag-von-naturlichen-personen-mio-fr,2020-08-31
aerzte-pro-1000-einw,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0.968,0.968,64,0,0,3,21,0%,0%,0.484,dimension2==aerzte-pro-1000-einw,2020-08-31
geburtenrate-pro-1000-einw,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,2,0.749,0.749,38,0,0,3,13,0%,0%,0.375,dimension2==geburtenrate-pro-1000-einw,2020-08-31
reformierte-kirchensteuerpflichtige-anz,2019-07-01,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,0.987,0.987,124,0,1,3,25,0%,33%,0.494,dimension2==reformierte-kirchensteuerpflichtige-anz,2020-08-31
krw-wahleranteil-gp,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,2,0.918,0.918,24,0,0,3,8,0%,0%,0.459,dimension2==krw-wahleranteil-gp,2020-08-31
gesamtsteuerfuss-ohne-kirchen,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2.582,2.582,10,2,2,3,3,67%,67%,0.861,dimension2==gesamtsteuerfuss-ohne-kirchen,2020-08-31
krw-wahleranteil-glp,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,2,3.722,3.722,22,0,1,3,6,0%,33%,1.861,dimension2==krw-wahleranteil-glp,2020-08-31
krw-wahleranteil-svp,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,2,1.571,1.571,29,0,1,3,7,0%,33%,0.786,dimension2==krw-wahleranteil-svp,2020-08-31
steuerbares-vermogen-naturliche-pers-mio-fr,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,1.114,1.114,41,0,0,3,10,0%,0%,0.557,dimension2==steuerbares-vermogen-naturliche-pers-mio-fr,2020-08-31
anteil-4-zi-wohnungen,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,0.545,1.144,56,0,0,3,7,0%,0%,0.32,dimension2==anteil-4-zi-wohnungen,2020-08-31
investitionsanteil,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0.917,1.669,725,1,1,3,145,33%,33%,0.557,dimension2==investitionsanteil,2020-08-31
wohnungsbestand-whg,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2.435,2.435,28,0,0,3,9,0%,0%,1.218,dimension2==wohnungsbestand-whg,2020-08-31
bevolkerung-anteil-65-79-jahrige,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,3,1.273,2.239,54,0,0,3,14,0%,0%,0.94,dimension2==bevolkerung-anteil-65-79-jahrige,2020-08-31
gebaudevolumen-1000-m3,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0.797,1.237,15,0,1,3,4,0%,33%,0.311,dimension2==gebaudevolumen-1000-m3,2020-08-31
selbstfinanzierungsgrad,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0.374,0.824,1147,0,0,3,143,0%,0%,0.275,dimension2==selbstfinanzierungsgrad,2020-08-31
miv-anteil-modal-split,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0.753,0.753,21,0,1,3,5,0%,33%,0.377,dimension2==miv-anteil-modal-split,2020-08-31
hotelbetten-pro-1000-einwohner-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2.664,2.664,22,1,1,3,7,33%,33%,0.888,dimension2==hotelbetten-pro-1000-einwohner-anz,2020-08-31
sterbefalle-pers,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,2,1.715,1.715,10,0,1,3,3,0%,33%,0.858,dimension2==sterbefalle-pers,2020-08-31
sterbefalle-pers,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,2,1.715,1.715,10,0,1,3,3,0%,33%,0.858,dimension2==sterbefalle-pers,2020-08-31
finanzvermogen-fr-einw,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,1.409,1.765,107,0,1,3,21,0%,33%,0.86,dimension2==finanzvermogen-fr-einw,2020-08-31
lufttemperatur-und-luftfeuchte-lora-sensor-messwerte,2020-03-31,awel-kanton-zuerich,https://opendata.swiss/organization/awel-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,1.09,1.479,1672,0,0,2,836,0%,0%,1.285,dimension2==lufttemperatur-und-luftfeuchte-lora-sensor-messwerte,2020-08-31
steuerfuss-juristische-personen,2016-11-18,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.011,0.011,11,0,0,2,6,0%,0%,0.006,dimension2==steuerfuss-juristische-personen,2020-08-31
steuerertrag-allgemeine-gemeindesteuern-mio-fr,2016-09-02,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1.087,1.584,5,0,0,2,2,0%,0%,0.534,dimension2==steuerertrag-allgemeine-gemeindesteuern-mio-fr,2020-08-31
arbeitslosenanteil-an-bevolkerung-15-64-jahre,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1.275,1.275,6,0,0,2,3,0%,0%,0.638,dimension2==arbeitslosenanteil-an-bevolkerung-15-64-jahre,2020-08-31
fremdkapital-fr-einw,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0.515,0.515,764,0,0,2,255,0%,0%,0.515,dimension2==fremdkapital-fr-einw,2020-08-31
total-quellensteuerpflichtige-anz,2019-07-01,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0.412,0.673,33,0,0,2,8,0%,0%,0.543,dimension2==total-quellensteuerpflichtige-anz,2020-08-31
beschaftigte-im-tertiarsektor-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,2.6,3.099,10,0,0,2,3,0%,0%,1.28,dimension2==beschaftigte-im-tertiarsektor-anz,2020-08-31
