name,issued,organization_name,organization_url,administration,agriculture,construction,crime,culture,education,energy,finances,geography,health,industry,legislation,mobility,national-economy,politics,population,prices,public-order,social-security,statistical-basis,territory,tourism,trade,work,nb_visits,nb_hits,nb_hits_with_time_generation,min_time_generation,max_time_generation,sum_time_spent,bounce_count,exit_nb_visits,sum_daily_nb_uniq_visitors,avg_time_on_dimension,bounce_rate,exit_rate,avg_time_generation,metadata_segment,date
steuerkraft-pro-kopf-fr,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,15,4.434,6.188,1021,5,7,11,60,45%,64%,0.63,dimension2==steuerkraft-pro-kopf-fr,2020-07-31
baulandpreis-modell-median-fr-m2,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,14,10,4.176,5.667,343,0,0,11,25,0%,0%,0.567,dimension2==baulandpreis-modell-median-fr-m2,2020-07-31
leerwohnungsquote,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,11,3.512,3.711,1337,1,3,11,70,9%,27%,0.564,dimension2==leerwohnungsquote,2020-07-31
steuerkraft-berichtigt-pro-kopf-fr,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,8,3.453,3.478,91,1,2,10,6,10%,20%,0.495,dimension2==steuerkraft-berichtigt-pro-kopf-fr,2020-07-31
gesamtsteuerfuss-ohne-kirchen,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,7,2.954,2.956,102,0,2,8,10,0%,25%,0.423,dimension2==gesamtsteuerfuss-ohne-kirchen,2020-07-31
steuerertrag-allgemeine-gemeindesteuern-mio-fr,2016-09-02,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,6,3.24,3.496,174,1,3,7,19,14%,43%,0.829,dimension2==steuerertrag-allgemeine-gemeindesteuern-mio-fr,2020-07-31
auslanderanteil,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,10,6,1.802,3.154,127,0,1,7,13,0%,14%,0.644,dimension2==auslanderanteil,2020-07-31
arbeitslosenanteil-an-bevolkerung-15-64-jahre,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,11,6,1.289,1.726,2408,1,3,7,219,14%,43%,0.341,dimension2==arbeitslosenanteil-an-bevolkerung-15-64-jahre,2020-07-31
ov-anteil-modal-split,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,9,7,2.089,2.599,35,1,3,7,4,14%,43%,0.453,dimension2==ov-anteil-modal-split,2020-07-31
hohe-m-u-m,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,7,1.4,1.665,155,2,4,7,16,29%,57%,0.245,dimension2==hohe-m-u-m,2020-07-31
nettoaufwand-finanzen-und-steuern-fr-einw,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,10,0.737,2.01,96,1,3,6,10,17%,50%,0.338,dimension2==nettoaufwand-finanzen-und-steuern-fr-einw,2020-07-31
anteil-landwirtschaftsflache,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,3.246,3.246,31,1,2,5,6,20%,40%,0.812,dimension2==anteil-landwirtschaftsflache,2020-07-31
bevolkerung-pers,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,4,3.631,3.631,37,0,2,5,7,0%,40%,0.908,dimension2==bevolkerung-pers,2020-07-31
verkaufe-von-unbebautem-land-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,6,4,2.045,2.045,76,0,0,5,13,0%,0%,0.511,dimension2==verkaufe-von-unbebautem-land-anz,2020-07-31
sterberate-pro-1000-einw,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,7,4,0.563,1.058,44,0,1,4,6,0%,25%,0.361,dimension2==sterberate-pro-1000-einw,2020-07-31
kuhe-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,2,1.014,1.014,1690,0,1,4,211,0%,25%,0.507,dimension2==kuhe-anz,2020-07-31
privathaushalte-total-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,5,2,1.606,1.606,22,0,1,4,4,0%,25%,0.803,dimension2==privathaushalte-total-anz,2020-07-31
flache-ha,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,1.348,1.993,44,0,1,4,6,0%,25%,0.372,dimension2==flache-ha,2020-07-31
schul-kindergarten-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,0.759,1.722,24,0,0,4,3,0%,0%,0.263,dimension2==schul-kindergarten-anz,2020-07-31
anteil-efh-am-wohnungsbestand,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,3.304,3.304,71,0,1,4,10,0%,25%,1.101,dimension2==anteil-efh-am-wohnungsbestand,2020-07-31
steuerertrag-von-naturlichen-personen-mio-fr,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,1.481,2.365,81,0,1,4,14,0%,25%,0.592,dimension2==steuerertrag-von-naturlichen-personen-mio-fr,2020-07-31
bauinv-spital-kultur-usw-5-j-fr-einw,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,1.385,1.385,23,0,0,3,6,0%,0%,0.693,dimension2==bauinv-spital-kultur-usw-5-j-fr-einw,2020-07-31
krw-wahleranteil-svp,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,2,0.469,0.469,3,1,2,3,1,33%,67%,0.235,dimension2==krw-wahleranteil-svp,2020-07-31
beschaftigte-im-gastgewerbe-anteil,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2.743,2.743,64,0,0,3,21,0%,0%,1.372,dimension2==beschaftigte-im-gastgewerbe-anteil,2020-07-31
anteil-siedlungsflache,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0.866,0.866,49,1,1,3,12,33%,33%,0.433,dimension2==anteil-siedlungsflache,2020-07-31
efh-bestand-whg,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,1.548,2.291,38,2,3,3,10,67%,100%,0.579,dimension2==efh-bestand-whg,2020-07-31
landwirtschaftsbetriebe-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,2.342,2.342,173,0,0,3,43,0%,0%,1.171,dimension2==landwirtschaftsbetriebe-anz,2020-07-31
personenwagen-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,4,1.209,1.601,26,0,0,3,7,0%,0%,0.412,dimension2==personenwagen-anz,2020-07-31
bevolkerung-heimat-schweiz-pers,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,6,2,0.186,0.186,186,0,0,3,31,0%,0%,0.093,dimension2==bevolkerung-heimat-schweiz-pers,2020-07-31
nrw-wahleranteil-fdp,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5,3,0.427,0.857,18,0,0,3,4,0%,0%,0.286,dimension2==nrw-wahleranteil-fdp,2020-07-31
nrw-wahleranteil-fdp,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5,3,0.427,0.857,18,0,0,3,4,0%,0%,0.286,dimension2==nrw-wahleranteil-fdp,2020-07-31
sterbefalle-pers,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,2,0.771,0.771,34,1,1,3,9,33%,33%,0.386,dimension2==sterbefalle-pers,2020-07-31
bevolkerungszunahme-5-jahre-pers,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,3,0.213,0.541,49,0,0,3,12,0%,0%,0.181,dimension2==bevolkerungszunahme-5-jahre-pers,2020-07-31
bauinv-efh-5-jahre-fr-einw,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0.759,0.759,82,0,0,3,21,0%,0%,0.38,dimension2==bauinv-efh-5-jahre-fr-einw,2020-07-31
steuerfuss-ohne-kirchen,2019-07-01,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2.434,2.434,14,0,0,3,5,0%,0%,0.811,dimension2==steuerfuss-ohne-kirchen,2020-07-31
bauinv-mfh-5-jahre-fr-einw,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0.676,0.676,29,0,0,2,10,0%,0%,0.676,dimension2==bauinv-mfh-5-jahre-fr-einw,2020-07-31
steuerb-einkommen-naturl-pers-25-quantil-fr,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.561,0.617,10,1,1,2,5,50%,50%,0.589,dimension2==steuerb-einkommen-naturl-pers-25-quantil-fr,2020-07-31
anteil-grundsteuern-am-steuerertrag,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1.901,1.901,4,0,1,2,1,0%,50%,0.951,dimension2==anteil-grundsteuern-am-steuerertrag,2020-07-31
zahnarzte-pro-1000-einw,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.645,0.645,8,0,0,2,4,0%,0%,0.323,dimension2==zahnarzte-pro-1000-einw,2020-07-31
beschaftigte-im-tertiarsektor-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,0.76,1.263,118,0,1,2,39,0%,50%,0.425,dimension2==beschaftigte-im-tertiarsektor-anz,2020-07-31
nrw-wahleranteil-sp,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,1,0.423,0.423,6,0,1,2,2,0%,50%,0.423,dimension2==nrw-wahleranteil-sp,2020-07-31
nrw-wahleranteil-sp,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,1,0.423,0.423,6,0,1,2,2,0%,50%,0.423,dimension2==nrw-wahleranteil-sp,2020-07-31
weg-zur-nachsten-haltestelle-m,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0.914,0.953,9,0,0,2,3,0%,0%,0.48,dimension2==weg-zur-nachsten-haltestelle-m,2020-07-31
vom-covid-19-lockdown-besonders-betroffene-haushalte,2020-07-06,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,1.063,1.063,3,0,0,2,2,0%,0%,0.532,dimension2==vom-covid-19-lockdown-besonders-betroffene-haushalte,2020-07-31
vom-covid-19-lockdown-besonders-betroffene-haushalte,2020-07-06,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,1.063,1.063,3,0,0,2,2,0%,0%,0.532,dimension2==vom-covid-19-lockdown-besonders-betroffene-haushalte,2020-07-31
ov-wege-quell-ziel-und-binnenverkehr-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0.998,0.998,52,0,0,2,17,0%,0%,0.998,dimension2==ov-wege-quell-ziel-und-binnenverkehr-anz,2020-07-31
steuerbares-vermogen-naturliche-pers-mio-fr,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0.241,0.832,4,0,0,2,1,0%,0%,0.28,dimension2==steuerbares-vermogen-naturliche-pers-mio-fr,2020-07-31
bauinvestitionen-fr-einw,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0.423,0.423,77,0,0,2,26,0%,0%,0.423,dimension2==bauinvestitionen-fr-einw,2020-07-31
steuerertrag-grundsteuern-mio-fr,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.999,0.999,9,0,0,2,5,0%,0%,0.5,dimension2==steuerertrag-grundsteuern-mio-fr,2020-07-31
scheidungen-pro-1000-einw,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,0.58,0.58,2,0,0,2,1,0%,0%,0.29,dimension2==scheidungen-pro-1000-einw,2020-07-31
kleine-betriebe-10-49-vza-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2.008,2.008,1,0,0,2,1,0%,0%,1.004,dimension2==kleine-betriebe-10-49-vza-anz,2020-07-31
schul-kindergarten-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0.446,0.959,6,0,0,2,2,0%,0%,0.337,dimension2==schul-kindergarten-anz,2020-07-31
wohnungsbestand-whg,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1.424,1.424,31,0,0,2,16,0%,0%,0.712,dimension2==wohnungsbestand-whg,2020-07-31
bevolkerung-anteil-65-79-jahrige,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,1,0.544,0.544,51,0,0,2,17,0%,0%,0.544,dimension2==bevolkerung-anteil-65-79-jahrige,2020-07-31
bauinv-wohnen-fr-einw,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0.513,0.513,83,0,0,2,28,0%,0%,0.513,dimension2==bauinv-wohnen-fr-einw,2020-07-31
total-ordentlich-besteuerte-anz,2019-07-01,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,17.148,17.148,208,0,0,2,104,0%,0%,8.574,dimension2==total-ordentlich-besteuerte-anz,2020-07-31
anteil-6-zi-wohnungen,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2.112,2.112,199,0,0,2,100,0%,0%,1.056,dimension2==anteil-6-zi-wohnungen,2020-07-31
krw-wahleranteil-cvp,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5,5,0.286,0.868,35,0,0,2,7,0%,0%,0.274,dimension2==krw-wahleranteil-cvp,2020-07-31
mittlere-betriebe-50-249-vza-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0.957,0.957,17,0,1,2,9,0%,50%,0.479,dimension2==mittlere-betriebe-50-249-vza-anz,2020-07-31
hotels-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0.513,0.513,92,0,0,2,31,0%,0%,0.513,dimension2==hotels-anz,2020-07-31
hotels-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0.513,0.513,92,0,0,2,31,0%,0%,0.513,dimension2==hotels-anz,2020-07-31
selbstfinanzierungsgrad,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1.823,3.306,7,0,1,2,2,0%,50%,1.103,dimension2==selbstfinanzierungsgrad,2020-07-31
hotelbetten-pro-hotel-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0.539,1.188,6,0,0,2,2,0%,0%,0.407,dimension2==hotelbetten-pro-hotel-anz,2020-07-31
hotelbetten-pro-hotel-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0.539,1.188,6,0,0,2,2,0%,0%,0.407,dimension2==hotelbetten-pro-hotel-anz,2020-07-31
