name,issued,organization_name,organization_url,administration,agriculture,construction,crime,culture,education,energy,finances,geography,health,industry,legislation,mobility,national-economy,politics,population,prices,public-order,social-security,statistical-basis,territory,tourism,trade,work,nb_visits,nb_hits,nb_hits_with_time_generation,min_time_generation,max_time_generation,sum_time_network,nb_hits_with_time_network,min_time_network,max_time_network,sum_time_server,nb_hits_with_time_server,min_time_server,max_time_server,sum_time_transfer,nb_hits_with_time_transfer,min_time_transfer,max_time_transfer,sum_time_dom_processing,nb_hits_with_time_dom_processing,min_time_dom_processing,max_time_dom_processing,sum_time_dom_completion,nb_hits_with_time_dom_completion,min_time_dom_completion,max_time_dom_completion,sum_time_on_load,nb_hits_with_time_on_load,min_time_on_load,max_time_on_load,sum_time_spent,bounce_count,exit_nb_visits,sum_daily_nb_uniq_visitors,avg_time_on_dimension,bounce_rate,exit_rate,avg_time_generation,metadata_segment,date
jahresrechnungen-der-korperschaften-des-kantons-zurich,13.12.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,42,33,12.357,17.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769,11,15,27,18,39%,54%,0.718,dimension2==jahresrechnungen-der-korperschaften-des-kantons-zurich,2021-01-31
covid_19-contact-tracing-kanton-zurich,13.08.2020,gesundheitsdirektion-kanton-zuerich,https://opendata.swiss/organization/gesundheitsdirektion-kanton-zuerich,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,26,21,8.846,13.888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,3,8,21,9,14%,36%,0.892,dimension2==covid_19-contact-tracing-kanton-zuerich,2021-01-31
covid_19-belegung-intensivpflege-kanton-zurich,06.11.2020,gesundheitsdirektion-kanton-zuerich,https://opendata.swiss/organization/gesundheitsdirektion-kanton-zuerich,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,33,21,12.401,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1934,0,3,17,59,0%,16%,0.936,dimension2==covid_19-belegung-intensivpflege-kanton-zuerich,2021-01-31
baulandpreis-modell-median-fr-m2,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,27,21,9.471,13.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,1,2,18,17,5%,11%,0.674,dimension2==baulandpreis-modell-median-fr-m2,2021-01-31
covid_19-sterbeorte-kanton-zurich,04.12.2020,gesundheitsdirektion-kanton-zuerich,https://opendata.swiss/organization/gesundheitsdirektion-kanton-zuerich,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,20,6.089,11.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,0,5,17,19,0%,29%,0.716,dimension2==covid_19-sterbeorte-kanton-zurich,2021-01-31
bevolkerung-nach-gemeinde-heimat-geschlecht-und-alter,03.02.2020,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,29,20,3.534,6.537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,1,3,16,11,6%,18%,0.48,dimension2==bevolkerung-nach-gemeinde-heimat-geschlecht-und-alter,2021-01-31
steuerstatistik-zu-juristischen-personen-im-kanton-zurich,11.11.2020,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,22,15,6.046,8.869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250,2,7,12,102,14%,50%,0.964,dimension2==steuerstatistik-zu-juristischen-personen-im-kanton-zuerich,2021-01-31
steuerkraft-berichtigt-pro-kopf-fr,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,13,4.595,5.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,3,6,14,6,21%,43%,0.442,dimension2==steuerkraft-berichtigt-pro-kopf-fr,2021-01-31
web-analytics-der-open-government-data-des-kantons-zurich,11.12.2018,fachstelle-ogd-kanton-zuerich,https://opendata.swiss/organization/fachstelle-ogd-kanton-zuerich,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,22,13.015,19.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2271,0,2,13,95,0%,15%,1.392,dimension2==web-analytics-der-open-government-data-des-kantons-zurich,2021-01-31
steuerfuss-ohne-kirchen,01.07.2019,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,11,5.994,6.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,1,3,13,34,8%,23%,0.724,dimension2==steuerfuss-ohne-kirchen,2021-01-31
verkaufe-von-unbebautem-land-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,16,12,7.684,8.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774,0,3,13,48,0%,23%,0.741,dimension2==verkaufe-von-unbebautem-land-anz,2021-01-31
bevolkerung-pers,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,19,11,5.808,7.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,3,13,17,0%,23%,0.776,dimension2==bevolkerung-pers,2021-01-31
ubersicht-uber-alle-lernenden-im-kanton-zurich,02.12.2019,bildungsstatistik-kanton-zuerich,https://opendata.swiss/organization/bildungsstatistik-kanton-zuerich,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,8,3.355,3.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,1,3,12,9,8%,25%,0.487,dimension2==ubersicht-uber-alle-lernenden-im-kanton-zurich,2021-01-31
baulandpreis-median-fr-m2,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,20,14,5.369,8.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,1,1,12,14,8%,8%,0.69,dimension2==baulandpreis-median-fr-m2,2021-01-31
gesamtsteuerfuss-ohne-kirchen,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,13,9.537,12.502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,1,12,7,0%,8%,0.963,dimension2==gesamtsteuerfuss-ohne-kirchen,2021-01-31
bevolkerung-anteil-80-u-m-jahrige,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,15,11,6.879,8.476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,1,11,10,0%,9%,0.843,dimension2==bevolkerung-anteil-80-u-m-jahrige,2021-01-31
erlasse-der-zurcher-gesetzessammlung-seit-1803,21.12.2020,staatsarchiv-kanton-zuerich,https://opendata.swiss/organization/staatsarchiv-kanton-zuerich,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,10,11,7,6.193,6.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1768,0,1,10,161,0%,10%,0.885,dimension2==erlasse-der-zurcher-gesetzessammlung-seit-1803,2021-01-31
sterberate-pro-1000-einw,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,12,12,6.177,7.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,4,4,10,34,40%,40%,0.769,dimension2==sterberate-pro-1000-einw,2021-01-31
wohnungsbestand-whg,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,10,1.872,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,1,1,10,38,10%,10%,0.433,dimension2==wohnungsbestand-whg,2021-01-31
kuhe-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,8,5.431,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,1,10,5,0%,10%,0.797,dimension2==kuhe-anz,2021-01-31
sterbefalle-pers,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,17,9,2.279,3.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,1,2,10,16,10%,20%,0.518,dimension2==sterbefalle-pers,2021-01-31
steuerb-vermogen-naturl-pers-median-fr,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,9,3.905,9.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,0,1,8,67,0%,10%,1.209,dimension2==steuerb-vermogen-naturl-pers-median-fr,2021-01-31
covid_19-open-government-data-reported-by-the-swiss-cantons-and-the-principality-of-liechtenste,16.03.2020,fachstelle-ogd-kanton-zuerich,https://opendata.swiss/organization/fachstelle-ogd-kanton-zuerich,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,9,6.34,7.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,3,9,7,0%,33%,0.909,dimension2==covid_19-open-government-data-reported-by-the-swiss-cantons-and-the-principality-of-liechtenste,2021-01-31
covid_19-sterbeorte-kanton-zurich,04.12.2020,gesundheitsdirektion-kanton-zuerich,https://opendata.swiss/organization/gesundheitsdirektion-kanton-zuerich,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,10,2.58,4.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1393,0,1,9,107,0%,11%,0.751,dimension2==covid_19-sterbeorte-kanton-zuerich,2021-01-31
covid_19-einreisequarantane-kanton-zurich,15.09.2020,gesundheitsdirektion-kanton-zuerich,https://opendata.swiss/organization/gesundheitsdirektion-kanton-zuerich,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,18,10,3.939,5.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,1,9,10,0%,11%,0.602,dimension2==covid_19-einreisequarantane-kanton-zurich,2021-01-31
covid_19-contact-tracing-kanton-zurich,13.08.2020,gesundheitsdirektion-kanton-zuerich,https://opendata.swiss/organization/gesundheitsdirektion-kanton-zuerich,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,8,6.474,7.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,3,9,6,11%,33%,1.161,dimension2==covid_19-contact-tracing-kanton-zurich,2021-01-31
steuerfuss-juristische-personen,18.11.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,12,3.212,4.606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2,4,9,4,22%,44%,0.51,dimension2==steuerfuss-juristische-personen,2021-01-31
arbeitslose-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,11,9,5.015,5.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,1,9,26,0%,11%,0.597,dimension2==arbeitslose-anz,2021-01-31
landwirtschaftliche-nutzflache-ha,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,8,3.365,3.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,3,9,4,11%,33%,0.461,dimension2==landwirtschaftliche-nutzflache-ha,2021-01-31
bevolkerung-anteil-65-79-jahrige,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,9,7,6.112,6.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,3,8,5,13%,38%,0.996,dimension2==bevolkerung-anteil-65-79-jahrige,2021-01-31
anteil-gk-c,22.09.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,10,9,5.586,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,8,12,0%,0%,0.928,dimension2==anteil-gk-c,2021-01-31
ov-anteil-modal-split,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,15,10,3.964,6.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,2,4,8,11,25%,50%,0.808,dimension2==ov-anteil-modal-split,2021-01-31
covid_19-belegung-intensivpflege-kanton-zurich,06.11.2020,gesundheitsdirektion-kanton-zuerich,https://opendata.swiss/organization/gesundheitsdirektion-kanton-zuerich,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,8,2.138,4.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,2,7,10,0%,29%,0.686,dimension2==covid_19-belegung-intensivpflege-kanton-zurich,2021-01-31
covid_19-sterbeorte-kanton-zurich,04.12.2020,gesundheitsdirektion-kanton-zuerich,https://opendata.swiss/organization/gesundheitsdirektion-kanton-zuerich,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,10,3.209,6.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,0,0,7,27,0%,0%,0.822,dimension2==covid_19-sterbeorte-kanton-zurich,2021-01-31
personenwagen-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,12,7,9.045,9.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,1,7,9,0%,14%,1.59,dimension2==personenwagen-anz,2021-01-31
beschaftigte-im-gastgewerbe-anteil,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,5,1.948,2.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,1,6,4,0%,14%,0.479,dimension2==beschaftigte-im-gastgewerbe-anteil,2021-01-31
miv-anteil-modal-split,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,11,9,2.334,2.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,4,7,4,57%,57%,0.386,dimension2==miv-anteil-modal-split,2021-01-31
total-beschaftigte-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,11,6,10.581,10.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,1,7,20,0%,14%,2.025,dimension2==total-beschaftigte-anz,2021-01-31
krw-wahleranteil-fdp,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,8,8,9.134,9.659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,7,8,0%,0%,1.214,dimension2==krw-wahleranteil-fdp,2021-01-31
lernende-der-mittelschulen-im-kanton-zurich,02.12.2019,bildungsstatistik-kanton-zuerich,https://opendata.swiss/organization/bildungsstatistik-kanton-zuerich,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,6,3.044,4.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091,0,2,6,109,0%,33%,0.985,dimension2==lernende-der-mittelschulen-im-kanton-zurich,2021-01-31
lernende-der-offentlichen-volksschule-nach-schulgemeinden-im-kanton-zurich,02.12.2019,bildungsstatistik-kanton-zuerich,https://opendata.swiss/organization/bildungsstatistik-kanton-zuerich,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,3.148,3.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,6,19,0%,0%,0.787,dimension2==lernende-der-offentlichen-volksschule-nach-schulgemeinden-im-kanton-zurich,2021-01-31
web-service-des-geschaftsverwaltungssystems-des-kantonsrates-des-kantons-zurich,08.12.2020,fachstelle-ogd-kanton-zuerich,https://opendata.swiss/organization/fachstelle-ogd-kanton-zuerich,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,9,4,4.779,4.779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,2,6,12,0%,33%,1.195,dimension2==web-service-des-geschaftsverwaltungssystems-des-kantonsrates-des-kantons-zurich,2021-01-31
covid_19-contact-tracing-kanton-zurich,13.08.2020,gesundheitsdirektion-kanton-zuerich,https://opendata.swiss/organization/gesundheitsdirektion-kanton-zuerich,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,8,1.982,4.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,6,9,0%,17%,0.659,dimension2==covid_19-contact-tracing-kanton-zuerich,2021-01-31
statistik-der-jugendstrafrechtspflege-des-kantons-zurich,06.01.2020,oberjugendanwaltschaft-kanton-zuerich,https://opendata.swiss/organization/oberjugendanwaltschaft-kanton-zuerich,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,5,4.608,5.557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,2,6,8,0%,33%,1.112,dimension2==statistik-der-jugendstrafrechtspflege-des-kantons-zurich,2021-01-31
