name,issued,organization_name,organization_url,administration,agriculture,construction,crime,culture,education,energy,finances,geography,health,industry,legislation,mobility,national-economy,politics,population,prices,public-order,social-security,statistical-basis,territory,tourism,trade,work,nb_visits,nb_hits,nb_hits_with_time_generation,min_time_generation,max_time_generation,sum_time_spent,bounce_count,exit_nb_visits,sum_daily_nb_uniq_visitors,avg_time_on_dimension,bounce_rate,exit_rate,avg_time_generation,metadata_segment,date
steuerkraft-berichtigt-pro-kopf-fr,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,33,19,8.322,10.181,1592,0,3,16,48,0%,17%,0.608,dimension2==steuerkraft-berichtigt-pro-kopf-fr,2020-10-31
anteil-gk-a,2016-09-22,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,22,16,7.174,10.489,137,0,2,14,6,0%,14%,0.686,dimension2==anteil-gk-a,2020-10-31
personenwagen-pro-1000-einwohner-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,26,15,4.295,7.399,381,0,1,13,15,0%,7%,0.521,dimension2==personenwagen-pro-1000-einwohner-anz,2020-10-31
bevolkerung-pers,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,17,14,6.406,12.717,342,0,2,13,20,0%,15%,0.912,dimension2==bevolkerung-pers,2020-10-31
ov-anteil-modal-split,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,19,15,4.366,5.952,206,3,5,12,11,25%,42%,0.74,dimension2==ov-anteil-modal-split,2020-10-31
neu-gegrundete-unternehmen-total-anz,2017-05-26,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,13,6,4.099,4.099,130,0,2,10,10,0%,20%,0.683,dimension2==neu-gegrundete-unternehmen-total-anz,2020-10-31
sterbefalle-pers,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,13,9,3.183,3.857,73,1,3,10,6,10%,30%,0.429,dimension2==sterbefalle-pers,2020-10-31
anteil-landwirtschaftsflache,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,10,3.083,4.129,287,1,3,9,22,11%,33%,0.487,dimension2==anteil-landwirtschaftsflache,2020-10-31
baulandpreis-modell-median-fr-m2,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,12,6,2.442,2.985,38,1,6,9,3,11%,67%,0.713,dimension2==baulandpreis-modell-median-fr-m2,2020-10-31
auslanderanteil,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,10,8,6.142,7.065,501,1,3,8,50,13%,38%,0.888,dimension2==auslanderanteil,2020-10-31
verkaufe-von-unbebautem-land-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,10,6,6.257,7.245,108,0,0,8,11,0%,0%,1.224,dimension2==verkaufe-von-unbebautem-land-anz,2020-10-31
kuhe-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,6,2.44,2.905,60,0,1,7,7,0%,14%,0.484,dimension2==kuhe-anz,2020-10-31
personalsteuerpflichtige-anz,2019-07-01,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,4,1.272,1.291,2605,0,0,7,261,0%,0%,0.431,dimension2==personalsteuerpflichtige-anz,2020-10-31
gesamtsteuerfuss-ohne-kirchen,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,8,3.026,3.973,48,0,4,7,4,0%,57%,0.628,dimension2==gesamtsteuerfuss-ohne-kirchen,2020-10-31
krw-wahleranteil-svp,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,8,5,8.075,8.075,79,0,1,7,10,0%,14%,1.615,dimension2==krw-wahleranteil-svp,2020-10-31
efh-bestand-whg,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,8,9.367,10.436,295,0,2,7,30,0%,29%,1.398,dimension2==efh-bestand-whg,2020-10-31
anteil-efh-am-wohnungsbestand,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,6,5.028,5.714,95,0,0,7,11,0%,0%,0.958,dimension2==anteil-efh-am-wohnungsbestand,2020-10-31
nettoaufwand-finanzen-und-steuern-fr-einw,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,7,3.338,4.52,425,3,3,7,47,43%,43%,0.647,dimension2==nettoaufwand-finanzen-und-steuern-fr-einw,2020-10-31
steuerbares-einkommen-naturliche-pers-mio-fr,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,6,4.451,5.584,101,0,2,7,11,0%,29%,0.934,dimension2==steuerbares-einkommen-naturliche-pers-mio-fr,2020-10-31
arbeitslosenanteil-an-bevolkerung-15-64-jahre,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,9,5,3.182,3.182,144,0,0,6,16,0%,0%,0.636,dimension2==arbeitslosenanteil-an-bevolkerung-15-64-jahre,2020-10-31
bevolkerung-anteil-20-39-jahrige,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,9,4,1.298,2.136,71,0,2,6,8,0%,33%,0.535,dimension2==bevolkerung-anteil-20-39-jahrige,2020-10-31
vom-covid-19-lockdown-besonders-betroffene-haushalte,2020-07-06,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,7,4,2.615,2.615,1458,0,0,6,208,0%,0%,0.654,dimension2==vom-covid-19-lockdown-besonders-betroffene-haushalte,2020-10-31
unfalle-pro-1000-einw,2016-09-22,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,9,3,2.262,2.262,1132,0,0,6,126,0%,0%,0.754,dimension2==unfalle-pro-1000-einw,2020-10-31
geburten-pers,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,4.708,4.708,20,0,0,6,3,0%,0%,0.785,dimension2==geburten-pers,2020-10-31
steuerertrag-von-naturlichen-personen-mio-fr,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,4,3.533,3.533,1647,0,0,6,183,0%,0%,0.883,dimension2==steuerertrag-von-naturlichen-personen-mio-fr,2020-10-31
sozialhilfequote,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,7,6,2.028,2.498,41,3,4,6,6,50%,67%,0.418,dimension2==sozialhilfequote,2020-10-31
gemeindebeitrag-an-zvv-1000-fr,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,8,3,1.852,2.375,46,0,2,6,6,0%,33%,0.942,dimension2==gemeindebeitrag-an-zvv-1000-fr,2020-10-31
steuerfuss-juristische-personen,2016-11-18,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,1.618,2.326,159,0,2,5,20,0%,40%,0.524,dimension2==steuerfuss-juristische-personen,2020-10-31
arbeitslose-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,5,2.206,2.622,77,0,0,5,11,0%,0%,0.525,dimension2==arbeitslose-anz,2020-10-31
steuerkraft-berichtigt-mio-fr,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,6,0.663,1.389,153,0,0,5,13,0%,0%,0.561,dimension2==steuerkraft-berichtigt-mio-fr,2020-10-31
scheidungen-pro-1000-einw,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,9,4,1.426,2.476,1020,0,0,5,113,0%,0%,0.622,dimension2==scheidungen-pro-1000-einw,2020-10-31
anteil-siedlungsflache,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,1.493,1.493,169,0,0,5,24,0%,0%,0.498,dimension2==anteil-siedlungsflache,2020-10-31
bevolkerung-frauen-pers,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,6,5,2.839,3.547,51,0,0,5,9,0%,0%,0.711,dimension2==bevolkerung-frauen-pers,2020-10-31
wohnungsbestand-whg,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,8.25,8.25,87,0,1,5,12,0%,20%,2.75,dimension2==wohnungsbestand-whg,2020-10-31
beschaftigte-landwirtschaft-pers,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,0.59,0.59,611,0,0,5,76,0%,0%,0.197,dimension2==beschaftigte-landwirtschaft-pers,2020-10-31
mittlere-betriebe-50-249-vza-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,4,0.04,0.717,17,3,4,4,3,60%,80%,0.18,dimension2==mittlere-betriebe-50-249-vza-anz,2020-10-31
steuerkraft-ber-arith-mittel-3-jahre-mio-fr,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,10,1.042,3.238,305,0,1,5,19,0%,20%,0.523,dimension2==steuerkraft-ber-arith-mittel-3-jahre-mio-fr,2020-10-31
total-beschaftigte-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,3,2.539,2.539,574,0,1,5,96,0%,20%,0.846,dimension2==total-beschaftigte-anz,2020-10-31
bevolkerung-reformiert-pers,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,10,7,0.004,1.231,26,1,2,4,3,20%,40%,0.306,dimension2==bevolkerung-reformiert-pers,2020-10-31
wahlbeteiligung-nationalrat,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,6,4,2.796,3.123,1047,0,0,5,175,0%,0%,0.781,dimension2==wahlbeteiligung-nationalrat,2020-10-31
steuerertrag-allgemeine-gemeindesteuern-mio-fr,2016-09-02,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,1.556,2.294,198,0,0,4,40,0%,0%,0.918,dimension2==steuerertrag-allgemeine-gemeindesteuern-mio-fr,2020-10-31
rinderviehbestand-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,1.254,1.254,84,0,0,4,21,0%,0%,0.418,dimension2==rinderviehbestand-anz,2020-10-31
steuerb-einkommen-naturl-pers-median-fr,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,2.37,2.901,110,0,0,4,18,0%,0%,0.728,dimension2==steuerb-einkommen-naturl-pers-median-fr,2020-10-31
bauinv-industr-lager-5-jahre-fr-einw,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,1.203,2.332,75,0,0,4,13,0%,0%,0.778,dimension2==bauinv-industr-lager-5-jahre-fr-einw,2020-10-31
weg-zur-nachsten-haltestelle-m,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,8,5,1.502,2.229,120,0,0,4,15,0%,0%,0.879,dimension2==weg-zur-nachsten-haltestelle-m,2020-10-31
15-jahresverbrauch-ha,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,0.571,1.121,2209,0,2,3,316,0%,50%,0.804,dimension2==15-jahresverbrauch-ha,2020-10-31
landwirtschaftliche-nutzflache-ha,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,1.659,2.286,22,0,1,4,4,0%,25%,0.579,dimension2==landwirtschaftliche-nutzflache-ha,2020-10-31
schul-kindergarten-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,0.027,1.207,134,0,0,4,15,0%,0%,0.309,dimension2==schul-kindergarten-anz,2020-10-31
bevolkerung-katholisch-pers,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,6,3,4.678,4.678,22,0,0,4,4,0%,0%,1.559,dimension2==bevolkerung-katholisch-pers,2020-10-31
landwirtschaftsbetriebe-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0.754,0.754,15,0,1,4,3,0%,25%,0.251,dimension2==landwirtschaftsbetriebe-anz,2020-10-31
bauzonen-ha,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,1.551,1.777,67,0,2,4,11,0%,50%,0.543,dimension2==bauzonen-ha,2020-10-31
gebaudevolumen-1000-m3,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,1.495,2.462,224,1,1,4,32,25%,25%,0.526,dimension2==gebaudevolumen-1000-m3,2020-10-31
steuerertrag-total-mio-fr,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,1.83,3.064,72,0,1,4,14,0%,25%,0.763,dimension2==steuerertrag-total-mio-fr,2020-10-31
anteil-1-personenhaushalte,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,3,2.876,2.876,23,0,0,4,6,0%,0%,0.959,dimension2==anteil-1-personenhaushalte,2020-10-31
miv-anteil-modal-split,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,6,6,1.646,3.406,17,2,2,4,3,50%,50%,0.568,dimension2==miv-anteil-modal-split,2020-10-31
steuerkraft-mio-fr,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2,1.204,1.204,28,0,1,4,5,0%,25%,0.602,dimension2==steuerkraft-mio-fr,2020-10-31
bevolkerungszunahme-5-jahre-pers,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,5,2,1.409,1.409,516,0,1,4,103,0%,25%,0.705,dimension2==bevolkerungszunahme-5-jahre-pers,2020-10-31
krw-wahleranteil-gp,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,1,0.51,0.51,48,0,0,3,12,0%,0%,0.51,dimension2==krw-wahleranteil-gp,2020-10-31
mikrobetriebe-0-9-vza-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,2.001,2.001,0,3,3,3,0,100%,100%,0.667,dimension2==mikrobetriebe-0-9-vza-anz,2020-10-31
nrw-wahleranteil-glp,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3.488,3.488,4,0,0,3,1,0%,0%,1.163,dimension2==nrw-wahleranteil-glp,2020-10-31
anteil-vollzeitbeschaftigte-landwirtschaft,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,1.113,1.113,83,0,0,3,21,0%,0%,0.557,dimension2==anteil-vollzeitbeschaftigte-landwirtschaft,2020-10-31
verkaufe-mfh-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,2.204,3.177,35,0,0,3,9,0%,0%,0.796,dimension2==verkaufe-mfh-anz,2020-10-31
anteil-verkehrsflache,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,1.601,1.858,14,1,2,3,4,33%,67%,0.573,dimension2==anteil-verkehrsflache,2020-10-31
grosse-betriebe-250-vza-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2,1.165,1.165,18,0,0,3,5,0%,0%,0.583,dimension2==grosse-betriebe-250-vza-anz,2020-10-31
