name,issued,organization_name,organization_url,administration,agriculture,construction,crime,culture,education,energy,finances,geography,health,industry,legislation,mobility,national-economy,politics,population,prices,public-order,social-security,statistical-basis,territory,tourism,trade,work,nb_visits,nb_hits,nb_hits_with_time_generation,min_time_generation,max_time_generation,sum_time_spent,bounce_count,exit_nb_visits,sum_daily_nb_uniq_visitors,avg_time_on_dimension,bounce_rate,exit_rate,avg_time_generation,metadata_segment,date
wasserverbrauch-pro-tag-und-kopf-liter,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47,65,48,19.006,24.936,854,12,20,47,00:00:13,26%,43%,0.71s,dimension2==wasserverbrauch-pro-tag-und-kopf-liter,2020-11-18
bevolkerung-pers,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39,58,32,16.817,20.979,612,0,10,36,00:00:11,0%,26%,0.77s,dimension2==bevolkerung-pers,2020-11-18
ertrags-aufwandueberschuss-fr-einw,2018-06-15,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,39,37,18.086,22.871,1035,29,31,36,00:00:27,81%,86%,0.9s,dimension2==ertrags-aufwandueberschuss-fr-einw,2020-11-18
vom-covid-19-lockdown-besonders-betroffene-haushalte,2020-07-06,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35,52,31,7.226,12.997,897,0,3,34,00:00:17,0%,9%,0.56s,dimension2==vom-covid-19-lockdown-besonders-betroffene-haushalte,2020-11-18
ehedatenbank-kanton-zuerich,2017-06-09,staatsarchiv-kanton-zuerich,https://opendata.swiss/organization/staatsarchiv-kanton-zuerich,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,41,26,10.312,13.504,488,6,15,27,00:00:12,21%,54%,0.69s,dimension2==ehedatenbank-kanton-zuerich,2020-11-18
restaurants-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,39,24,12.983,16.588,378,0,3,28,00:00:10,0%,11%,0.76s,dimension2==restaurants-anz,2020-11-18
covid_19-massnahmen-im-kanton-zuerich,2020-11-06,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,24,29,22,11.512,15.933,2613,0,2,24,00:01:30,0%,8%,0.87s,dimension2==covid_19-massnahmen-im-kanton-zuerich,2020-11-18
jahresrechnungen-der-korperschaften-des-kantons-zurich,2016-12-13,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,21,17.548,19.584,508,7,12,23,00:00:18,30%,52%,1.07s,dimension2==jahresrechnungen-der-korperschaften-des-kantons-zurich,2020-11-18
covid_19-fallzahlen-kanton-zuerich,2020-03-05,gesundheitsdirektion-kanton-zuerich,https://opendata.swiss/organization/gesundheitsdirektion-kanton-zuerich,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,35,25,11.87,16.113,1757,0,7,22,00:00:50,0%,32%,0.85s,dimension2==covid_19-fallzahlen-kanton-zuerich,2020-11-18
restaurants-pro-1000-einwohner-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,30,24,14.514,17.822,462,0,4,22,00:00:15,0%,18%,0.76s,dimension2==restaurants-pro-1000-einwohner-anz,2020-11-18
steuerkraft-pro-kopf-fr,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,21,8.766,12.029,2608,4,8,22,00:01:37,18%,36%,0.79s,dimension2==steuerkraft-pro-kopf-fr,2020-11-18
steuerfuss-juristische-personen,2016-11-18,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,17,10.728,12.204,301,2,6,21,00:00:12,10%,29%,0.74s,dimension2==steuerfuss-juristische-personen,2020-11-18
lernende-der-oeffentlichen-volksschule-nach-schulgemeinden-im-kanton-zuerich,2019-12-02,bildungsstatistik-kanton-zuerich,https://opendata.swiss/organization/bildungsstatistik-kanton-zuerich,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24,15,7.792,8.063,237,4,9,20,00:00:10,20%,45%,0.67s,dimension2==lernende-der-oeffentlichen-volksschule-nach-schulgemeinden-im-kanton-zuerich,2020-11-18
zukuenftige-bevoelkerung-kanton-zuerich-und-regionen-nach-geschlecht-und-alter,2020-10-14,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,27,23,10.941,17.692,291,1,2,19,00:00:11,5%,11%,0.92s,dimension2==zukuenftige-bevoelkerung-kanton-zuerich-und-regionen-nach-geschlecht-und-alter,2020-11-18
total-vza-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,24,15,7.849,8.907,1515,1,3,18,00:01:03,5%,16%,0.78s,dimension2==total-vza-anz,2020-11-18
echtzeitdaten-am-abstimmungstag,2016-02-26,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,30,19,9.878,13.449,698,0,3,18,00:00:23,0%,17%,0.87s,dimension2==echtzeitdaten-am-abstimmungstag,2020-11-18
covid_19-einreisequarantaene-kanton-zuerich,2020-09-15,gesundheitsdirektion-kanton-zuerich,https://opendata.swiss/organization/gesundheitsdirektion-kanton-zuerich,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,19,12,10.251,10.981,1162,1,4,17,00:01:01,6%,24%,0.92s,dimension2==covid_19-einreisequarantaene-kanton-zuerich,2020-11-18
ov-anteil-modal-split,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,24,15,4.253,7.412,333,1,4,14,00:00:14,7%,27%,0.58s,dimension2==ov-anteil-modal-split,2020-11-18
steuerstatistik-zu-juristischen-personen-im-kanton-zuerich,2020-11-11,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,12,6.537,7.285,1076,1,4,14,00:01:12,7%,29%,0.81s,dimension2==steuerstatistik-zu-juristischen-personen-im-kanton-zuerich,2020-11-18
anteil-verkehrsflache,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,16,4.285,5.865,1039,2,4,13,00:00:47,15%,31%,0.57s,dimension2==anteil-verkehrsflache,2020-11-18
statistik-der-jugendstrafrechtspflege-des-kantons-zuerich,2020-01-06,oberjugendanwaltschaft-kanton-zuerich,https://opendata.swiss/organization/oberjugendanwaltschaft-kanton-zuerich,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,10,9.583,10.103,249,2,2,12,00:00:16,17%,17%,1.08s,dimension2==statistik-der-jugendstrafrechtspflege-des-kantons-zuerich,2020-11-18
sterberate-pro-1000-einw,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,16,11,5.585,8.72,60,3,6,12,00:00:04,25%,50%,0.88s,dimension2==sterberate-pro-1000-einw,2020-11-18
miv-anteil-modal-split,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,19,15,4.58,8.925,258,0,3,12,00:00:14,0%,25%,0.65s,dimension2==miv-anteil-modal-split,2020-11-18
abstimmungsarchiv-des-kantons-zuerich,2016-02-26,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,15,13,5.138,5.171,122,4,6,11,00:00:08,36%,55%,0.44s,dimension2==abstimmungsarchiv-des-kantons-zuerich,2020-11-18
unfalle-pro-1000-einw,2016-09-22,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,13,7,1.514,1.731,205,1,4,11,00:00:16,9%,36%,0.42s,dimension2==unfalle-pro-1000-einw,2020-11-18
covid_19-massnahmen-im-kanton-zuerich,2020-11-06,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,10,14,12,3.087,7.373,167,0,1,10,00:00:12,0%,10%,0.85s,dimension2==covid_19-massnahmen-im-kanton-zuerich,2020-11-18
uebersicht-ueber-alle-lernenden-im-kanton-zuerich,2019-12-02,bildungsstatistik-kanton-zuerich,https://opendata.swiss/organization/bildungsstatistik-kanton-zuerich,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,7,5.044,5.044,192,0,3,9,00:00:17,0%,33%,0.72s,dimension2==uebersicht-ueber-alle-lernenden-im-kanton-zuerich,2020-11-18
vza-im-tertiarsektor-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,16,8,4.63,6.593,2337,0,2,9,00:02:26,0%,22%,0.94s,dimension2==vza-im-tertiarsektor-anz,2020-11-18
total-beschaftigte-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,14,7,1.549,3.046,576,0,1,9,00:00:41,0%,11%,0.57s,dimension2==total-beschaftigte-anz,2020-11-18
auslanderanteil,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,11,5,1.596,3.196,419,0,1,9,00:00:38,0%,11%,0.8s,dimension2==auslanderanteil,2020-11-18
web-analytics-der-open-government-data-des-kantons-zuerich,2018-12-11,fachstelle-ogd-kanton-zuerich,https://opendata.swiss/organization/fachstelle-ogd-kanton-zuerich,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,7,2.435,4.497,908,0,1,8,00:01:31,0%,13%,0.65s,dimension2==web-analytics-der-open-government-data-des-kantons-zuerich,2020-11-18
covid_19-contact-tracing-kanton-zuerich,2020-08-13,gesundheitsdirektion-kanton-zuerich,https://opendata.swiss/organization/gesundheitsdirektion-kanton-zuerich,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,8,3.419,3.978,539,0,0,8,00:00:34,0%,0%,0.5s,dimension2==covid_19-contact-tracing-kanton-zuerich,2020-11-18
vom-covid-19-lockdown-besonders-betroffene-haushalte,2020-07-06,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,12,10,3.875,4.513,122,0,0,8,00:00:10,0%,0%,0.55s,dimension2==vom-covid-19-lockdown-besonders-betroffene-haushalte,2020-11-18
total-geschaffene-stellen-beschaftigte-anz,2017-05-26,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,14,8,2.05,3.097,66,0,0,8,00:00:05,0%,0%,0.44s,dimension2==total-geschaffene-stellen-beschaftigte-anz,2020-11-18
bauinvestitionen-mio-fr,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,9,2.115,4.359,90,0,0,8,00:00:08,0%,0%,0.49s,dimension2==bauinvestitionen-mio-fr,2020-11-18
schafe-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,5,2.559,3.463,110,0,0,7,00:00:09,0%,0%,0.7s,dimension2==schafe-anz,2020-11-18
investitionsanteil,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,9,4.577,6.49,58,2,5,8,00:00:05,25%,63%,0.9s,dimension2==investitionsanteil,2020-11-18
arbeitslose-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,16,7,3.904,6.339,494,0,2,8,00:00:31,0%,25%,0.91s,dimension2==arbeitslose-anz,2020-11-18
covid_19-cases-per-canton-of-switzerland-and-principality-of-liechtenstein,2020-03-16,fachstelle-ogd-kanton-zuerich,https://opendata.swiss/organization/fachstelle-ogd-kanton-zuerich,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,6,4.481,5.879,108,0,2,7,00:00:14,0%,29%,0.98s,dimension2==covid_19-cases-per-canton-of-switzerland-and-principality-of-liechtenstein,2020-11-18
covid_19-belegung-intensivpflege-kanton-zuerich,2020-11-06,gesundheitsdirektion-kanton-zuerich,https://opendata.swiss/organization/gesundheitsdirektion-kanton-zuerich,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,11,1.684,3.441,326,0,1,7,00:00:18,0%,14%,0.39s,dimension2==covid_19-belegung-intensivpflege-kanton-zuerich,2020-11-18
archivinformationssystem-des-staatsarchivs-des-kantons-zuerich,2019-11-14,staatsarchiv-kanton-zuerich,https://opendata.swiss/organization/staatsarchiv-kanton-zuerich,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,7,5,3.563,3.563,362,0,1,7,00:00:52,0%,14%,0.71s,dimension2==archivinformationssystem-des-staatsarchivs-des-kantons-zuerich,2020-11-18
covid_19-massnahmen-im-kanton-zuerich,2020-11-06,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,7,5,5.255,5.255,1315,0,0,7,00:03:08,0%,0%,1.05s,dimension2==covid_19-massnahmen-im-kanton-zuerich,2020-11-18
panaschierstatistik-zu-den-nationalratswahlen-im-kanton-zuerich,2019-10-21,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,11,10,3.091,4.638,69,0,0,7,00:00:06,0%,0%,0.47s,dimension2==panaschierstatistik-zu-den-nationalratswahlen-im-kanton-zuerich,2020-11-18
wahlarchiv-des-kantons-zuerich,2019-03-25,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,9,6,3.6,4.429,112,0,1,7,00:00:12,0%,14%,0.74s,dimension2==wahlarchiv-des-kantons-zuerich,2020-11-18
leerwohnungen-total-anz,2016-09-02,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,6,2.77,3.41,103,0,0,7,00:00:13,0%,0%,0.57s,dimension2==leerwohnungen-total-anz,2020-11-18
neu-gegrundete-unternehmen-total-anz,2017-05-26,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,13,10,0.898,2.2,129,0,0,7,00:00:10,0%,0%,0.32s,dimension2==neu-gegrundete-unternehmen-total-anz,2020-11-18
steuerb-einkommen-naturl-pers-median-fr,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,6,2.827,3.211,72,0,0,7,00:00:08,0%,0%,0.6s,dimension2==steuerb-einkommen-naturl-pers-median-fr,2020-11-18
baulandpreis-modell-75-quantil-fr-m2,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,11,8,2.353,4.166,1580,0,0,7,00:02:24,0%,0%,0.61s,dimension2==baulandpreis-modell-75-quantil-fr-m2,2020-11-18
baulandpreis-modell-median-fr-m2,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,7,7,3.814,3.814,128,0,0,7,00:00:18,0%,0%,0.55s,dimension2==baulandpreis-modell-median-fr-m2,2020-11-18
o-steuerbares-einkommen-naturliche-pers-fr,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,7,1.935,3.157,93,0,1,7,00:00:09,0%,14%,0.45s,dimension2==o-steuerbares-einkommen-naturliche-pers-fr,2020-11-18
kuhe-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3,2.435,2.435,226,0,1,7,00:00:23,0%,14%,0.81s,dimension2==kuhe-anz,2020-11-18
leerwohnungsquote,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,7,2.666,3.572,28,1,2,7,00:00:03,14%,29%,0.51s,dimension2==leerwohnungsquote,2020-11-18
gesamtsteuerfuss-ohne-kirchen,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,1.307,1.703,53,1,2,7,00:00:07,14%,29%,0.24s,dimension2==gesamtsteuerfuss-ohne-kirchen,2020-11-18
hotelbetten-pro-1000-einwohner-anz,2016-01-20,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,6,4.4,4.4,34,3,4,7,00:00:04,43%,57%,0.73s,dimension2==hotelbetten-pro-1000-einwohner-anz,2020-11-18
lernende-der-mittelschulen-im-kanton-zuerich,2019-12-02,bildungsstatistik-kanton-zuerich,https://opendata.swiss/organization/bildungsstatistik-kanton-zuerich,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,3.119,3.119,110,2,3,6,00:00:16,33%,50%,0.62s,dimension2==lernende-der-mittelschulen-im-kanton-zuerich,2020-11-18
web-analytics-der-open-government-data-des-kantons-zuerich,2018-12-11,fachstelle-ogd-kanton-zuerich,https://opendata.swiss/organization/fachstelle-ogd-kanton-zuerich,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,3.039,3.929,474,0,0,6,00:00:59,0%,0%,0.66s,dimension2==web-analytics-der-open-government-data-des-kantons-zuerich,2020-11-18
freigabeliste-der-open-government-data-des-kantons-zuerich,2019-07-09,fachstelle-ogd-kanton-zuerich,https://opendata.swiss/organization/fachstelle-ogd-kanton-zuerich,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,2.651,3.612,74,0,2,6,00:00:12,0%,33%,0.98s,dimension2==freigabeliste-der-open-government-data-des-kantons-zuerich,2020-11-18
covid_19-belegung-intensivpflege-kanton-zuerich,2020-11-06,gesundheitsdirektion-kanton-zuerich,https://opendata.swiss/organization/gesundheitsdirektion-kanton-zuerich,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,3.245,4.099,696,0,0,6,00:01:27,0%,0%,0.52s,dimension2==covid_19-belegung-intensivpflege-kanton-zuerich,2020-11-18
